ID;Name;OnTerritoryOfMoscow;AdmArea;District;Longitude_WGS84;Latitude_WGS84;VestibuleType;NameOfStation;Line;CulturalHeritageSiteStatus;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;ObjectStatus;global_id;geodata_center;geoarea
Локальный идентификатор;Наименование;На территории Москвы;Административный округ;Район;Долгота в WGS-84;Широта в WGS-84;Тип вестибюля;Станция метрополитена;Линия;Статус объекта культурного наследия;Режим работы по чётным дням;Режим работы по нечётным дням;Количество полнофункциональных БПА (все типы билетов);Количество малофункциональных БПА (билеты на 1 и 2 поездки);Общее количество БПА;Ремонт эскалаторов;Статус объекта;global_id;geodata_center;geoarea
331;Китай-город, вход-выход 5 в северный вестибюль;да;Центральный административный округ;Басманный район;37.6316766;55.7573154;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:24";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:24";;4;4;;действует;1773539;"{""coordinates"":[37.6316766,55.7573154],""type"":""Point""}";
327;Китай-город, вход-выход 4 в северный вестибюль;да;Центральный административный округ;Тверской район;37.631205;55.756855;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:16";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:16";;4;4;;действует;1773540;"{""coordinates"":[37.631205,55.756855],""type"":""Point""}";
330;Китай-город, вход-выход 6 в северный вестибюль;да;Центральный административный округ;Басманный район;37.6319506;55.7572362;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:22";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:22";;4;4;;действует;1773541;"{""coordinates"":[37.6319506,55.7572362],""type"":""Point""}";
322;Китай-город, вход-выход 14 в южный вестибюль;да;Центральный административный округ;Тверской район;37.633082;55.753098;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:21";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:21";;4;4;;действует;1773542;"{""coordinates"":[37.633082,55.753098],""type"":""Point""}";
321;Китай-город, вход-выход 12 в южный вестибюль;да;Центральный административный округ;Таганский район;37.633559;55.753072;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:19";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:19";;4;4;;действует;1773543;"{""coordinates"":[37.633559,55.753072],""type"":""Point""}";
317;Китай-город, вход-выход 10 из южного вестибюля;да;Центральный административный округ;Тверской район;37.6341765;55.7541345;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:11";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:11";;4;4;;действует;1773544;"{""coordinates"":[37.6341765,55.7541345],""type"":""Point""}";
318;Китай-город, вход-выход 9 в южный вестибюль;да;Центральный административный округ;Басманный район;37.634966;55.754114;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:13";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:13";;4;4;;действует;1773545;"{""coordinates"":[37.634966,55.754114],""type"":""Point""}";
325;Китай-город, вход-выход 2 в северный вестибюль;да;Центральный административный округ;Тверской район;37.629468;55.756640;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:12";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:12";;4;4;;действует;1773546;"{""coordinates"":[37.629468,55.75664],""type"":""Point""}";
280;Калужская, вход-выход 5 в южный вестибюль;да;Юго-Западный административный округ;район Коньково;37.5392381;55.6553856;подземный;Калужская;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:44";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:44";2;3;5;;действует;1773547;"{""coordinates"":[37.5392381,55.6553856],""type"":""Point""}";
447;Братиславская, вход-выход 5 в северный вестибюль;да;Юго-Восточный административный округ;район Марьино;37.7526435;55.660114;подземный;Братиславская;Люблинско-Дмитровская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";;2;2;;действует;1773548;"{""coordinates"":[37.7526435,55.660114],""type"":""Point""}";
446;Братиславская, вход-выход 4 в северный вестибюль;да;Юго-Восточный административный округ;район Марьино;37.7517426;55.6600507;подземный;Братиславская;Люблинско-Дмитровская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";;2;2;;действует;1773549;"{""coordinates"":[37.7517426,55.6600507],""type"":""Point""}";
91;Бульвар адмирала Ушакова, вход-выход 1 в вестибюль;да;Юго-Западный административный округ;район Южное Бутово;37.5416454;55.5450107;наземный отдельностоящий;Бульвар адмирала Ушакова;Бутовская линия Лёгкого метро;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:10, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:38:55, по 2 пути в 01:24:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:10, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:38:55, по 2 пути в 01:24:05";;2;2;;действует;1773550;"{""coordinates"":[37.5416454,55.5450107],""type"":""Point""}";
502;Бульвар Дмитрия Донского, вход-выход 7 в северный вестибюль;да;Юго-Западный административный округ;район Северное Бутово;37.576311;55.570289;подземный;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";3;3;6;;действует;1773551;"{""coordinates"":[37.576311,55.570289],""type"":""Point""}";
501;Бульвар Дмитрия Донского, вход-выход 6 в северный вестибюль;да;Юго-Западный административный округ;район Северное Бутово;37.577084;55.570140;подземный;Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";3;3;6;;действует;1773552;"{""coordinates"":[37.577084,55.57014],""type"":""Point""}";
89;Бунинская аллея, вход-выход в вестибюль;да;Юго-Западный административный округ;район Южное Бутово;37.5149399;55.5376805;наземный отдельностоящий;Бунинская аллея;Бутовская линия Лёгкого метро;объект культурного наследия регионального значения;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";;3;3;;действует;1773553;"{""coordinates"":[37.5149399,55.5376805],""type"":""Point""}";
383;Варшавская, вход-выход 1 в южный вестибюль;да;Южный административный округ;Нагорный район;37.61792;55.653075;подземный;Варшавская;Большая кольцевая линия;не является объектом культурного наследия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:10, по 2 пути в 05:53:20; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:06:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:10, по 2 пути в 05:53:20; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:06:10";;3;3;"RepairOfEscalators:26.10.2019-30.11.2022

";временно закрыт;1773554;"{""coordinates"":[37.61792,55.653075],""type"":""Point""}";
384;Варшавская, вход-выход 3 в северный вестибюль;да;Южный административный округ;Нагорный район;37.620706;55.653163;подземный;Варшавская;Большая кольцевая линия;не является объектом культурного наследия;"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";;;;"RepairOfEscalators:26.10.2019-30.11.2022

";временно закрыт;1773555;"{""coordinates"":[37.620706,55.653163],""type"":""Point""}";
277;Калужская, вход-выход 1 в южный вестибюль;да;Юго-Западный административный округ;район Черёмушки;37.5402196;55.6563232;подземный;Калужская;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:40";2;3;5;;действует;1773556;"{""coordinates"":[37.5402196,55.6563232],""type"":""Point""}";
281;Калужская, вход-выход 10 в северный вестибюль;да;Юго-Западный административный округ;Обручевский район;37.5409869;55.6581538;подземный;Калужская;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:35";2;1;3;;действует;1773557;"{""coordinates"":[37.5409869,55.6581538],""type"":""Point""}";
151;Кантемировская, вход-выход 3 в южный вестибюль;да;Южный административный округ;район Царицыно;37.657120;55.634606;подземный;Кантемировская;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:01";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:01";1;3;4;;действует;1773558;"{""coordinates"":[37.65712,55.634606],""type"":""Point""}";
152;Кантемировская, вход-выход 1 в южный вестибюль;да;Южный административный округ;район Царицыно;37.657574;55.635106;подземный;Кантемировская;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:03";1;3;4;;действует;1773559;"{""coordinates"":[37.657574,55.635106],""type"":""Point""}";
149;Кантемировская, вход-выход 5 в северный вестибюль;да;Южный административный округ;район Царицыно;37.655215;55.636769;подземный;Кантемировская;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:02";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:02";3;;3;;действует;1773560;"{""coordinates"":[37.655215,55.636769],""type"":""Point""}";
284;Калужская, вход-выход 7 в северный вестибюль;да;Юго-Западный административный округ;район Черёмушки;37.5418665;55.6578591;подземный;Калужская;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:41";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:41";2;1;3;;действует;1773562;"{""coordinates"":[37.5418665,55.6578591],""type"":""Point""}";
150;Кантемировская, вход-выход 6 в северный вестибюль;да;Южный административный округ;район Царицыно;37.656052;55.636968;подземный;Кантемировская;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:04";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:04";3;;3;;действует;1773563;"{""coordinates"":[37.656052,55.636968],""type"":""Point""}";
448;Братиславская, вход-выход 6 в северный вестибюль;да;Юго-Восточный административный округ;район Марьино;37.7521499;55.6599107;подземный;Братиславская;Люблинско-Дмитровская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:52:00, по 2 пути в 01:12:00";;2;2;;действует;1773564;"{""coordinates"":[37.7521499,55.6599107],""type"":""Point""}";
791;Беговая, вход-выход 1 во 2-й вестибюль;да;Северный административный округ;Хорошёвский район;37.54459;55.7733859;подземный;Беговая;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";2;3;5;;действует;1773565;"{""coordinates"":[37.54459,55.7733859],""type"":""Point""}";
790;Беговая, вход-выход 2 во 2-й вестибюль;да;Северный административный округ;Хорошёвский район;37.5446657;55.774;подземный;Беговая;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";2;3;5;;действует;1773566;"{""coordinates"":[37.5446657,55.774],""type"":""Point""}";
792;Беговая, вход-выход 5 в 1-й вестибюль;да;Центральный административный округ;Пресненский район;37.5488844;55.7732229;подземный;Беговая;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";1;4;5;;действует;1773567;"{""coordinates"":[37.5488844,55.7732229],""type"":""Point""}";
794;Беговая, вход-выход 3 в 1-й вестибюль;да;Северный административный округ;Хорошёвский район;37.549137;55.774375;подземный;Беговая;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45";1;4;5;;действует;1773568;"{""coordinates"":[37.549137,55.774375],""type"":""Point""}";
394;Белорусская, вход-выход 1 в западный вестибюль;да;Центральный административный округ;Тверской район;37.5826448;55.7753945;наземный, встроенный в здание;Белорусская;Кольцевая линия;объект культурного наследия регионального значения;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:34:15, по 2 пути в 05:52:45, последний поезд по 1 пути в 01:20:45, по 2 пути в 01:40:00;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00, последний поезд по 1 пути в 01:27:30, по 2 пути в 01:46:45;3;6;9;"RepairOfEscalators:06.06.2022-08.06.2022

";действует;1773569;"{""coordinates"":[37.5826448,55.7753945],""type"":""Point""}";
129;Белорусская, вход 6 в вестибюль;да;Центральный административный округ;Тверской район;37.582170;55.777269;наземный, встроенный в здание;Белорусская;Замоскворецкая линия;выявленный объект культурного наследия;открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:55:25, по 2 пути в 05:36:25, последний поезд по 1 пути в 01:46:10, по 2 пути в 01:23:55;открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:55:25, по 2 пути в 05:36:25, последний поезд по 1 пути в 01:46:10, по 2 пути в 01:23:5;2;5;7;;действует;1773570;"{""coordinates"":[37.58217,55.777269],""type"":""Point""}";
396;Белорусская, вход-выход 2 в восточный вестибюль;да;Центральный административный округ;Тверской район;37.585696;55.777448;подземный;Белорусская;Кольцевая линия;объект культурного наследия регионального значения;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:34:15, по 2 пути в 05:52:45, последний поезд по 1 пути в 01:20:45, по 2 пути в 01:40:00;открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00, последний поезд по 1 пути в 01:27:30, по 2 пути в 01:46:45;3;3;6;;действует;1773571;"{""coordinates"":[37.585696,55.777448],""type"":""Point""}";
267;Беляево, вход-выход 1 в южный вестибюль;да;Юго-Западный административный округ;район Коньково;37.525406;55.641896;подземный;Беляево;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";2;2;4;;действует;1773572;"{""coordinates"":[37.525406,55.641896],""type"":""Point""}";
269;Беляево, вход-выход 4 в южный вестибюль;да;Юго-Западный административный округ;район Коньково;37.5258884;55.641490;подземный;Беляево;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";2;2;4;;действует;1773573;"{""coordinates"":[37.5258884,55.64149],""type"":""Point""}";
271;Беляево, вход-выход 5 в северный вестибюль;да;Юго-Западный административный округ;район Коньково;37.5267264;55.643846;подземный;Беляево;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:09:10, по 2 пути в 05:57:35; последний поезд по 1 пути в 01:12:50, по 2 пути в 01:50:25";2;3;5;;действует;1773574;"{""coordinates"":[37.5267264,55.643846],""type"":""Point""}";
57;Киевская, вход-выход 6 из вестибюля к пригородным поездам;да;Западный административный округ;район Дорогомилово;37.564427;55.742922;наземный, встроенный в здание;Киевская;Арбатско-Покровская линия;выявленный объект культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:03";1;15;16;"RepairOfEscalators:09.06.2022-15.06.2022

";действует;1773577;"{""coordinates"":[37.564427,55.742922],""type"":""Point""}";
400;Киевская, вход-выход 3 в вестибюль;да;Западный административный округ;район Дорогомилово;37.567119;55.743792;подземный;Киевская;Кольцевая линия;объект культурного наследия регионального значения;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:51:20; последний поезд по 1 пути в 01:38:48, по 2 пути в 01:15:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:10, по 2 пути в 05:45:50; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:22:00";;5;5;;действует;1773579;"{""coordinates"":[37.567119,55.743792],""type"":""Point""}";
401;Киевская, вход-выход 4 в вестибюль;да;Западный административный округ;район Дорогомилово;37.56757;55.743743;подземный;Киевская;Кольцевая линия;объект культурного наследия регионального значения;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:35:31";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:00";;5;5;;действует;1773580;"{""coordinates"":[37.56757,55.743743],""type"":""Point""}";
324;Китай-город, вход-выход 1 в северный вестибюль;да;Центральный административный округ;Тверской район;37.630006;55.756247;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:10";;4;4;;действует;1773581;"{""coordinates"":[37.630006,55.756247],""type"":""Point""}";
328;Китай-город, вход-выход 3 в северный вестибюль;да;Центральный административный округ;Тверской район;37.630777;55.757007;подземный;Китай-город;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:18";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:49:50; последний поезд по 1 пути в 01:36:20, по 2 пути в 01:27:18";;4;4;;действует;1773582;"{""coordinates"":[37.630777,55.757007],""type"":""Point""}";
279;Калужская, вход-выход 6 в южный вестибюль;да;Юго-Западный административный округ;район Коньково;37.538449;55.655638;подземный;Калужская;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:43";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:43";2;3;5;;действует;1773583;"{""coordinates"":[37.538449,55.655638],""type"":""Point""}";
275;Калужская, вход-выход 3 в южный вестибюль;да;Юго-Западный административный округ;Обручевский район;37.5393716;55.6565991;подземный;Калужская;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:36";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:55, по 2 пути в 05:54:35; последний поезд по 1 пути в 01:15:55, по 2 пути в 01:47:36";2;3;5;;действует;1773584;"{""coordinates"":[37.5393716,55.6565991],""type"":""Point""}";
103;Водный стадион, вход-выход 2 в южный вестибюль;да;Северный административный округ;Войковский район;37.487262;55.839091;наземный отдельностоящий;Водный стадион;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:10:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:10:00";1;1;2;;действует;1773592;"{""coordinates"":[37.487262,55.839091],""type"":""Point""}";
